lower;upper;weight
01PLANT.zCROP Barley;Crop production;1
01PLANT.zCROP Lucerne;Crop production;1
01PLANT.zCROP Oat spring;Crop production;1
01PLANT.zCROP Oat winter;Crop production;1
01PLANT.zCROP Triticale;Crop production;1
01PLANT.zCROP Wheat;Crop production;1
02FV.Agriotes pallidulus;Pollination;1
02FV.Alysiinae sp;Pollination;1
02FV.Anapausis soluta;Pollination;1
02FV.Anaspis maculata;Pollination;1
02FV.Anaspis pulicaria;Pollination;1
02FV.Andrena dorsata;Pollination;1
02FV.Andrena minutula;Pollination;1
02FV.Anthocomus fasciatus;Pollination;1
02FV.Anthomyia liturata;Pollination;1
02FV.Anthomyia pluvialis;Pollination;1
02FV.Anthomyza gracilis;Pollination;1
02FV.Anthophila fabriciana;Pollination;1
02FV.Apis mellifera;Pollination;1
02FV.Aprostocetus sp;Pollination;1
02FV.Asecodes coronis;Pollination;1
02FV.Authonomus rubi;Pollination;1
02FV.Azelia cilipes;Pollination;1
02FV.Azelia zetterstedtii;Pollination;1
02FV.Baccha elongate;Pollination;1
02FV.Bellardia pandia;Pollination;1
02FV.Bicellaria vana;Pollination;1
02FV.Bicellaria varia;Pollination;1
02FV.Bombus hortorum;Pollination;1
02FV.Bombus lapidarius;Pollination;1
02FV.Bombus pascuorum;Pollination;1
02FV.Bombus pratorum;Pollination;1
02FV.Bombus terrestris;Pollination;1
02FV.Bombus vestalis;Pollination;1
02FV.Botanophila fugax;Pollination;1
02FV.Botanophila striolata;Pollination;1
02FV.Brachypterus urticae;Pollination;1
02FV.Bracon sp;Pollination;1
02FV.Bruchus rufimanus;Pollination;1
02FV.Byturus tomentosus;Pollination;1
02FV.Calliphora vicina;Pollination;1
02FV.Calliphora vomitoria;Pollination;1
02FV.Cantharis decipiens;Pollination;1
02FV.Cantharis lateralis;Pollination;1
02FV.Cantharis nigra;Pollination;1
02FV.Cecidomyiidae sp;Pollination;1
02FV.Centrorhynchus obstrictus;Pollination;1
02FV.Cephus pygmaeus;Pollination;1
02FV.Ceraphron trissacantha;Pollination;1
02FV.Cetema elongata;Pollination;1
02FV.Cheilosia albitarsis;Pollination;1
02FV.Cheilosia honesta;Pollination;1
02FV.Cheilosia illustrata;Pollination;1
02FV.Cheilosia pagana;Pollination;1
02FV.Cheilosia proxima;Pollination;1
02FV.Cheilosia proxima group sp. D;Pollination;1
02FV.Chloromyia formosa;Pollination;1
02FV.Chlorops hypostigma;Pollination;1
02FV.Chlorops pumilionis;Pollination;1
02FV.Chorebus sp;Pollination;1
02FV.Chorebus sp nov;Pollination;1
02FV.Chromatomyia nigra;Pollination;1
02FV.Chrysopilus asiliformis;Pollination;1
02FV.Chrysotoxum bicinctum;Pollination;1
02FV.Chrysotus sp;Pollination;1
02FV.Coccinella septempunctata;Pollination;1
02FV.Coenosia tigrina;Pollination;1
02FV.Copromyza similes;Pollination;1
02FV.Crossopalpus sp;Pollination;1
02FV.Dacnusa (maculipes);Pollination;1
02FV.Delia sp;Pollination;1
02FV.Demetrias atricapillus;Pollination;1
02FV.Desmometopa sp;Pollination;1
02FV.Dicraeus tibialis;Pollination;1
02FV.Dicraeus vagans;Pollination;1
02FV.Dilophus febrilis;Pollination;1
02FV.Diospilus capito;Pollination;1
02FV.Diplonevra sp;Pollination;1
02FV.Dolerus haematodes;Pollination;1
02FV.Dolichopus festivus;Pollination;1
02FV.Dolichopus ungulatus;Pollination;1
02FV.Ectemnius cephalotes;Pollination;1
02FV.Empis (Xanthempis) sp;Pollination;1
02FV.Empis caudatula;Pollination;1
02FV.Empis chioptera;Pollination;1
02FV.Empis livida;Pollination;1
02FV.Empis nigripes;Pollination;1
02FV.Empis nuntia;Pollination;1
02FV.Endasys sp;Pollination;1
02FV.Episyrphus balteatus;Pollination;1
02FV.Epuraea melanocephala;Pollination;1
02FV.Eriothrix rufomaculata;Pollination;1
02FV.Eristalis arbustorum;Pollination;1
02FV.Eristalis pertinax;Pollination;1
02FV.Eristalis tenax;Pollination;1
02FV.Eudasyphora cyanella;Pollination;1
02FV.Eupeodes corollae;Pollination;1
02FV.Eupeodes luniger;Pollination;1
02FV.Fannia serena;Pollination;1
02FV.Fannia sp;Pollination;1
02FV.Formicidae A;Pollination;1
02FV.Formicidae B;Pollination;1
02FV.Gastrophysa viridular;Pollination;1
02FV.Geomyza tripunctata;Pollination;1
02FV.Glyphipterix simpliciella;Pollination;1
02FV.Grammoptera ruficornis;Pollination;1
02FV.Halticoptera sp;Pollination;1
02FV.Helina sp;Pollination;1
02FV.Helophilus pendulus;Pollination;1
02FV.Helophilus trivittatus;Pollination;1
02FV.Hemicrepidius hirtus;Pollination;1
02FV.Hercostomus parvilamellatus;Pollination;1
02FV.Herina longistylata;Pollination;1
02FV.Heteronychia vagans;Pollination;1
02FV.Hexacola hexatoma;Pollination;1
02FV.Hydrellia griseola;Pollination;1
02FV.Hydrellia maura;Pollination;1
02FV.Hylaeus communis;Pollination;1
02FV.Hylaeus hyalinatus;Pollination;1
02FV.Hylemya urbica/variata;Pollination;1
02FV.Hylemya vagans;Pollination;1
02FV.Hylemya variata;Pollination;1
02FV.Ichneumonidae;Pollination;1
02FV.Kleidotoma tetratoma;Pollination;1
02FV.Kuzinia sp;Pollination;1
02FV.Lasioglossum sp;Pollination;1
02FV.Limnia unguicornis;Pollination;1
02FV.Limnophora triangula;Pollination;1
02FV.Lonchoptera lutea;Pollination;1
02FV.Longitarsus sp;Pollination;1
02FV.Lotophila atra;Pollination;1
02FV.Lucilia caesar;Pollination;1
02FV.Lucilia richardsi;Pollination;1
02FV.Lucilia sericata;Pollination;1
02FV.Malachius bipustulatus;Pollination;1
02FV.Malthodes minimus;Pollination;1
02FV.Maniola jurtina;Pollination;1
02FV.Megaselia sp;Pollination;1
02FV.Melangyna sp;Pollination;1
02FV.Melanostoma mellinum;Pollination;1
02FV.Melanostoma scalare;Pollination;1
02FV.Melanostoma sp;Pollination;1
02FV.Melinda viridicyanea;Pollination;1
02FV.Metasyrphus luniger;Pollination;1
02FV.Metopina sp;Pollination;1
02FV.Microchrysa polita;Pollination;1
02FV.Microphor anomalus;Pollination;1
02FV.Micropterix calthella;Pollination;1
02FV.Miscogaster maculata;Pollination;1
02FV.Musca autumnalis;Pollination;1
02FV.Neoascia podagrica;Pollination;1
02FV.Neomyia cornicina;Pollination;1
02FV.Neomyia viridescens;Pollination;1
02FV.Norellisoma spinimanum;Pollination;1
02FV.Oedemera lurida;Pollination;1
02FV.Oedemera nobilis;Pollination;1
02FV.Olibrus aeneus;Pollination;1
02FV.Omphalapion hookerorum;Pollination;1
02FV.Ophiomyia sp;Pollination;1
02FV.Opomyza germinationis;Pollination;1
02FV.Opomyza petrei;Pollination;1
02FV.Oscinella cariciphila;Pollination;1
02FV.Oscinella frit;Pollination;1
02FV.Oscinella hortensis;Pollination;1
02FV.Oscinella nigerrima;Pollination;1
02FV.Oscinella nitidissima;Pollination;1
02FV.Pegoplata aestiva or Adia cinerella;Pollination;1
02FV.Pegoplata depilis;Pollination;1
02FV.Pegoplata infirma;Pollination;1
02FV.Phaenocarpa (ruficeps);Pollination;1
02FV.Phaonia lasiophthalma;Pollination;1
02FV.Phasia obesa;Pollination;1
02FV.Phasia pusilla;Pollination;1
02FV.Phradis morionellus;Pollination;1
02FV.Phyllobius virideaeris;Pollination;1
02FV.Phyllonorycter sp;Pollination;1
02FV.Phytomyza cineracea;Pollination;1
02FV.Phytomyza notata;Pollination;1
02FV.Pieris brassicae;Pollination;1
02FV.Pierretia sp;Pollination;1
02FV.Pimpla contemplator;Pollination;1
02FV.Pionini sp;Pollination;1
02FV.Pipiza noctiluca;Pollination;1
02FV.Plagiatrochus sp;Pollination;1
02FV.Platycheirus albimanus;Pollination;1
02FV.Platycheirus clypeatus;Pollination;1
02FV.Platycheirus manicatus;Pollination;1
02FV.Platycheirus nielseni;Pollination;1
02FV.Platycheirus peltatus;Pollination;1
02FV.Platycheirus scutatus;Pollination;1
02FV.Platycheirus sp;Pollination;1
02FV.Platypalpus sp;Pollination;1
02FV.Pollenia amentaria;Pollination;1
02FV.Pollenia pediculata;Pollination;1
02FV.Pollenia rudis;Pollination;1
02FV.Polyommatus icarus;Pollination;1
02FV.Psallinae sp;Pollination;1
02FV.Psocoptera sp;Pollination;1
02FV.Psychodidae sp;Pollination;1
02FV.Psyllidae sp;Pollination;1
02FV.Pteromalidae;Pollination;1
02FV.Pyronia tithonus;Pollination;1
02FV.Rhagio notatus;Pollination;1
02FV.Rhagio tringarius;Pollination;1
02FV.Rhagonycha fulva;Pollination;1
02FV.Rhingia campestris;Pollination;1
02FV.Rhinophora lepida;Pollination;1
02FV.Rhoptromeris heptoma;Pollination;1
02FV.Rhoptromeris rufiventris;Pollination;1
02FV.Saltella sphondylii;Pollination;1
02FV.Sarcophaga carnaria;Pollination;1
02FV.Scaptomyza flava;Pollination;1
02FV.Scaptomyza pallida;Pollination;1
02FV.Scathophaga stercoraria;Pollination;1
02FV.Scatopsidae sp;Pollination;1
02FV.Sciaridae sp;Pollination;1
02FV.Sepsis cynipsea or neocynipsea;Pollination;1
02FV.Sepsis flavimana;Pollination;1
02FV.Sepsis fulgens;Pollination;1
02FV.Sepsis orthocnemis;Pollination;1
02FV.Sepsis violacea;Pollination;1
02FV.Sicus ferrugineus;Pollination;1
02FV.Simulium sp;Pollination;1
02FV.Siphona geniculata;Pollination;1
02FV.Sitona puncticollis;Pollination;1
02FV.Sphaerophoria menthastri;Pollination;1
02FV.Sphaerophoria rueppellii;Pollination;1
02FV.Sphaerophoria scripta;Pollination;1
02FV.Sphaerophoria sp;Pollination;1
02FV.Stenodiplosis sp;Pollination;1
02FV.Stenomalina sp;Pollination;1
02FV.Sussaba cognata;Pollination;1
02FV.Syritta pipiens;Pollination;1
02FV.Syrphus ribesii;Pollination;1
02FV.Tenthredopsis nassata;Pollination;1
02FV.Tersilochus sp;Pollination;1
02FV.Tetramesa sp;Pollination;1
02FV.Tetrastichinae sp;Pollination;1
02FV.Thaumatomyia glabra;Pollination;1
02FV.Theroscopus sp;Pollination;1
02FV.Tiphia minuta;Pollination;1
02FV.Torymus sp;Pollination;1
02FV.Tricimba cincta;Pollination;1
02FV.Triphleba sp;Pollination;1
02FV.Trybliographa erythrocera;Pollination;1
02FV.Tytthaspis sedecimpunctata;Pollination;1
02FV.Volucella bombylans;Pollination;1
03APH.Acyrthosiphon pisum;Crop damage;0
03APH.Aphid species 1;Crop damage;0
03APH.Aphis fabae;Crop damage;0
03APH.Aphis galiiscabri;Crop damage;0
03APH.Aphis rumicis;Crop damage;0
03APH.Aphis urticae;Crop damage;0
03APH.Brachycaudus helichrysii;Crop damage;0
03APH.Capitophorus elaeagnii;Crop damage;0
03APH.Cavariella aegopodii;Crop damage;0
03APH.Cryptomyzus korschelti;Crop damage;0
03APH.Dysaphis species 1;Crop damage;0
03APH.Hyperomyzus lactucae;Crop damage;0
03APH.Lipaphys erysimi;Crop damage;0
03APH.Macrosiphum funestum;Crop damage;0
03APH.Metopolophium dihrodum;Crop damage;1
03APH.Microlophium carnosum;Crop damage;0
03APH.Myzocallis coryli;Crop damage;0
03APH.Myzus persicae;Crop damage;0
03APH.Nasonvoia ribisnigri;Crop damage;0
03APH.Phorodon humuli;Crop damage;0
03APH.Sipha maydis;Crop damage;0
03APH.Sitobion avenae;Crop damage;1
03APH.Sitobion fragariae;Crop damage;0
03APH.Therioaphis trifoli;Crop damage;0
03APH.Tubaphis ranunculina;Crop damage;0
03APH.Uroleucon aeneum;Crop damage;0
03APH.Uroleucon cirsii;Crop damage;0
03APH.Uroleucon sonchi;Crop damage;0
04PRIMARYPARA.Aphidius ervi;Pest control;1
04PRIMARYPARA.Aphidius funebris;Pest control;1
04PRIMARYPARA.Aphidius matricariae;Pest control;1
04PRIMARYPARA.Aphidius picipes?;Pest control;1
04PRIMARYPARA.Aphidius rhopalosiphi?;Pest control;1
04PRIMARYPARA.Ephedrus plagiator;Pest control;1
04PRIMARYPARA.Praon dorsale?;Pest control;0
04PRIMARYPARA.Praon exoletum?;Pest control;0
04PRIMARYPARA.Praon sp nr flavinode;Pest control;0
04PRIMARYPARA.Praon volucre;Pest control;1
04PRIMARYPARA.Trioxys B;Pest control;0
05SECONDARYPARA.Alloxysta victrix;Pest control;1
05SECONDARYPARA.Asaphes suspensus;Pest control;1
05SECONDARYPARA.Asaphes vulgaris;Pest control;1
05SECONDARYPARA.Coruna clavata;Pest control;1
05SECONDARYPARA.Dendrocerus aphidum;Pest control;1
05SECONDARYPARA.Dendrocerus carpenteri;Pest control;1
05SECONDARYPARA.Pachyneuron sp;Pest control;1
06MINERPARA.Achrysocharoides acerianus;Pest control;0
06MINERPARA.Achrysocharoides atys;Pest control;0
06MINERPARA.Achrysocharoides butus;Pest control;0
06MINERPARA.Achrysocharoides latreillei;Pest control;0
06MINERPARA.Adelius sp;Pest control;0
06MINERPARA.Adelurola florimela;Pest control;0
06MINERPARA.Alysiinae sp;Pest control;0
06MINERPARA.Anagrus sp A;Pest control;0
06MINERPARA.Anagrus sp B;Pest control;0
06MINERPARA.Anagrus sp C;Pest control;0
06MINERPARA.Apanteles circumscriptus;Pest control;0
06MINERPARA.Aphanogmus microneurus;Pest control;0
06MINERPARA.Aphanogmus sp;Pest control;0
06MINERPARA.Apodesmia A;Pest control;0
06MINERPARA.Apodesmia curvata;Pest control;0
06MINERPARA.Apodesmia irregularis;Pest control;0
06MINERPARA.Apodesmia ocellata;Pest control;0
06MINERPARA.Apodesmia rufipes;Pest control;0
06MINERPARA.Apodesmia similis;Pest control;0
06MINERPARA.Asaphes suspensus;Pest control;0
06MINERPARA.Ascogaster varipes;Pest control;0
06MINERPARA.Bracon sp;Pest control;0
06MINERPARA.Campoplex sp;Pest control;0
06MINERPARA.Chelonus scabrosus;Pest control;0
06MINERPARA.Chelonus sp;Pest control;0
06MINERPARA.Chelonus sp aff rimatus;Pest control;0
06MINERPARA.Chorebus A;Pest control;0
06MINERPARA.Chorebus amasis;Pest control;0
06MINERPARA.Chorebus aphantus;Pest control;0
06MINERPARA.Chorebus B;Pest control;1
06MINERPARA.Chorebus C;Pest control;0
06MINERPARA.Chorebus E;Pest control;0
06MINERPARA.Chorebus fallaciosae;Pest control;0
06MINERPARA.Chorebus lateralis;Pest control;0
06MINERPARA.Chorebus leptogaster;Pest control;0
06MINERPARA.Chorebus tanis;Pest control;0
06MINERPARA.Chrysocharis chilo;Pest control;0
06MINERPARA.Chrysocharis laomedon;Pest control;0
06MINERPARA.Chrysocharis orbicularis;Pest control;0
06MINERPARA.Chrysocharis pentheus;Pest control;1
06MINERPARA.Chrysocharis polyzo;Pest control;0
06MINERPARA.Chrysocharis prodice;Pest control;0
06MINERPARA.Chrysocharis pubicornis;Pest control;0
06MINERPARA.Chrysocharis viridis;Pest control;0
06MINERPARA.Cirrospilus diallus;Pest control;0
06MINERPARA.Cirrospilus lyncus;Pest control;0
06MINERPARA.Cirrospilus vittatus;Pest control;1
06MINERPARA.Colastes braconius;Pest control;0
06MINERPARA.Colastes sp aff braconius;Pest control;0
06MINERPARA.Coloneura (ate);Pest control;0
06MINERPARA.Cyrtogaster vulgaris;Pest control;0
06MINERPARA.Dacnusa adducta;Pest control;0
06MINERPARA.Dacnusa areolaris;Pest control;0
06MINERPARA.Dacnusa laevipectus;Pest control;0
06MINERPARA.Dacnusa macrospila;Pest control;0
06MINERPARA.Dacnusa maculipes/confinis;Pest control;1
06MINERPARA.Dacnusa tarsalis;Pest control;0
06MINERPARA.Dacnusa temula;Pest control;0
06MINERPARA.Dapsilarthra rufiventris;Pest control;0
06MINERPARA.Desmiostoma parvulum;Pest control;0
06MINERPARA.Diadegma crataegi;Pest control;0
06MINERPARA.Diglyphus chabrias;Pest control;0
06MINERPARA.Diglyphus isaea;Pest control;1
06MINERPARA.Epiclerus temenus;Pest control;0
06MINERPARA.Eulophinae sp;Pest control;0
06MINERPARA.Exotela cyclogaster;Pest control;0
06MINERPARA.Exotela flavicoxa;Pest control;0
06MINERPARA.Exotela gilvipes;Pest control;0
06MINERPARA.Exotela spinifer;Pest control;0
06MINERPARA.Forsterella sp;Pest control;0
06MINERPARA.Gelis anthracinus;Pest control;0
06MINERPARA.Gelis bicolor;Pest control;0
06MINERPARA.Hemiptarsenus dropion;Pest control;0
06MINERPARA.Hemiptarsenus fulvicollis;Pest control;0
06MINERPARA.Hemiptarsenus unguicellus;Pest control;1
06MINERPARA.Ionympha carne;Pest control;0
06MINERPARA.Microgastrinae sp;Pest control;0
06MINERPARA.Miscogaster hortensis;Pest control;0
06MINERPARA.Miscogaster maculata;Pest control;0
06MINERPARA.Opiinae sp;Pest control;0
06MINERPARA.Opius s.s.;Pest control;0
06MINERPARA.Opius s.s. lugens;Pest control;0
06MINERPARA.Opius sp;Pest control;0
06MINERPARA.Pediobius acantha;Pest control;0
06MINERPARA.Phaedrotoma exigua;Pest control;0
06MINERPARA.Phaedrotoma variegata;Pest control;0
06MINERPARA.Pnigalio soemius;Pest control;1
06MINERPARA.Seladerma diffine;Pest control;0
06MINERPARA.Seladerma tarsale;Pest control;0
06MINERPARA.Sympiesis gordius;Pest control;0
06MINERPARA.Sympiesis sericeicornis;Pest control;0
06MINERPARA.Synopeas rhanis;Pest control;0
06MINERPARA.Torymus sp;Pest control;0
07SEEDINVERT.Blastodacna hellerella;Crop damage;0
07SEEDINVERT.Bruchidius varius;Crop damage;0
07SEEDINVERT.Bruchophagus gibbus;Crop damage;0
07SEEDINVERT.Curtonotus aulicus;Crop damage;0
07SEEDINVERT.Olibrus aeneus;Crop damage;0
07SEEDINVERT.Oxystoma pomonae;Crop damage;0
07SEEDINVERT.Protapion apricans;Crop damage;0
07SEEDINVERT.Protapion assimile;Crop damage;0
07SEEDINVERT.Protapion fulvipes;Crop damage;0
07SEEDINVERT.Protapion nigritarse;Crop damage;0
07SEEDINVERT.Protapion trifolii;Crop damage;0
07SEEDINVERT.Protapion varipes;Crop damage;0
07SEEDINVERT.Rhinocyllus conicus;Crop damage;0
07SEEDINVERT.Sitona lineatus;Crop damage;0
07SEEDINVERT.Sitona sulcifrons;Crop damage;0
07SEEDINVERT.Terellia longicauda;Crop damage;0
07SEEDINVERT.Terellia ruficauda;Crop damage;0
07SEEDINVERT.Terellia serratulae;Crop damage;0
07SEEDINVERT.Urophora stylata;Crop damage;0
08BIRD.Alauda arvensis;Seed dispersal;0
08BIRD.Alectoris rufa;Seed dispersal;0
08BIRD.Carduelis cannabina;Seed dispersal;0
08BIRD.Carduelis carduelis;Seed dispersal;0
08BIRD.Carduelis chloris;Seed dispersal;1
08BIRD.Columba palumbus;Seed dispersal;1
08BIRD.Corvus frugilegus;Seed dispersal;1
08BIRD.Corvus monedula;Seed dispersal;1
08BIRD.Emberiza citrinella;Seed dispersal;0
08BIRD.Fringilla coelebs;Seed dispersal;1
08BIRD.Passer domesticus;Seed dispersal;0
08BIRD.Streptopelia decaocto;Seed dispersal;0
09MAMMAL.Apodemus.flavicollis;Crop damage;0
09MAMMAL.Apodemus.sylvaticus;Crop damage;1
09MAMMAL.Micromys.minutus;Crop damage;0
09MAMMAL.Myodes.glareolus;Crop damage;0
12BFLY.Comma;Pollination;1
12BFLY.Common blue;Pollination;1
12BFLY.Gatekeeper;Pollination;1
12BFLY.Green-veined White;Pollination;1
12BFLY.Large Skipper;Pollination;1
12BFLY.Large White;Pollination;1
12BFLY.Meadow Brown;Pollination;1
12BFLY.Painted Lady;Pollination;1
12BFLY.Peacock;Pollination;1
12BFLY.Red Admiral;Pollination;1
12BFLY.Ringlet;Pollination;1
12BFLY.Small copper;Pollination;1
12BFLY.Small Skipper;Pollination;1
12BFLY.Small tortoiseshell;Pollination;1
12BFLY.Small white;Pollination;1
12BFLY.Speckled wood;Pollination;1
13SFPARA.Aprostocetus sp;Pest control;0
13SFPARA.Bracon immutator;Pest control;0
13SFPARA.Bracon osculator;Pest control;0
13SFPARA.Bracon praecox;Pest control;0
13SFPARA.Crataepus marbis;Pest control;0
13SFPARA.Eurytoma sp A;Pest control;0
13SFPARA.Eurytoma sp B;Pest control;0
13SFPARA.Mesopolobus incultus;Pest control;0
13SFPARA.Pterandrophysalis levantina;Pest control;0
13SFPARA.Pteromalus albipennis;Pest control;0
13SFPARA.Pteromalus beryllii;Pest control;0
13SFPARA.Pteromalus elevatus;Pest control;0
13SFPARA.Pteromalus sequester-group;Pest control;0
13SFPARA.Spintherus dubius;Pest control;0
13SFPARA.Triaspis floricola;Pest control;0
13SFPARA.Trichomalus campestris;Pest control;0
13SFPARA.Trichomalus rufinus;Pest control;0
12BFLY.Comma;Butterfly watching;1
12BFLY.Common blue;Butterfly watching;1
12BFLY.Gatekeeper;Butterfly watching;1
12BFLY.Green-veined White;Butterfly watching;1
12BFLY.Large Skipper;Butterfly watching;1
12BFLY.Large White;Butterfly watching;1
12BFLY.Meadow Brown;Butterfly watching;1
12BFLY.Painted Lady;Butterfly watching;1
12BFLY.Peacock;Butterfly watching;1
12BFLY.Red Admiral;Butterfly watching;1
12BFLY.Ringlet;Butterfly watching;1
12BFLY.Small copper;Butterfly watching;1
12BFLY.Small Skipper;Butterfly watching;1
12BFLY.Small tortoiseshell;Butterfly watching;1
12BFLY.Small white;Butterfly watching;1
12BFLY.Speckled wood;Butterfly watching;1
08BIRD.Alauda arvensis;Bird watching;1
08BIRD.Alectoris rufa;Bird watching;1
08BIRD.Carduelis cannabina;Bird watching;1
08BIRD.Carduelis carduelis;Bird watching;1
08BIRD.Carduelis chloris;Bird watching;1
08BIRD.Columba palumbus;Bird watching;0
08BIRD.Corvus frugilegus;Bird watching;1
08BIRD.Corvus monedula;Bird watching;0
08BIRD.Emberiza citrinella;Bird watching;1
08BIRD.Fringilla coelebs;Bird watching;0
08BIRD.Passer domesticus;Bird watching;0
08BIRD.Streptopelia decaocto;Bird watching;0
08BIRD.Alauda arvensis;Crop damage;1
08BIRD.Alectoris rufa;Crop damage;1
08BIRD.Carduelis cannabina;Crop damage;1
08BIRD.Carduelis carduelis;Crop damage;1
08BIRD.Carduelis chloris;Crop damage;1
08BIRD.Columba palumbus;Crop damage;1
08BIRD.Corvus frugilegus;Crop damage;1
08BIRD.Corvus monedula;Crop damage;1
08BIRD.Emberiza citrinella;Crop damage;1
08BIRD.Fringilla coelebs;Crop damage;1
08BIRD.Passer domesticus;Crop damage;1
08BIRD.Streptopelia decaocto;Crop damage;1
08BIRD.Alauda arvensis;Pest control;1
08BIRD.Alectoris rufa;Pest control;0
08BIRD.Carduelis cannabina;Pest control;1
08BIRD.Carduelis carduelis;Pest control;1
08BIRD.Carduelis chloris;Pest control;0
08BIRD.Columba palumbus;Pest control;0
08BIRD.Corvus frugilegus;Pest control;0
08BIRD.Corvus monedula;Pest control;0
08BIRD.Emberiza citrinella;Pest control;1
08BIRD.Fringilla coelebs;Pest control;1
08BIRD.Passer domesticus;Pest control;1
08BIRD.Streptopelia decaocto;Pest control;0
14FLEA.Amalaraeus penicilliger mustelae;Pest control;1
14FLEA.Ctenophthalmus nobilis vulgaris;Pest control;1
14FLEA.Hystrichopsylla talpae talpae;Pest control;1
14FLEA.Ixodes trianguliceps;Pest control;1
14FLEA.Megabothris turbidus;Pest control;1
14FLEA.Nosopsyllus fasciatus;Pest control;1
14FLEA.Palaeopsylla minor;Pest control;1
14FLEA.Palaeopsylla soricis soricis;Pest control;0
