lower,upper,weight
WD,06MINERPARA.Cyrtogaster vulgaris,1
MH,06MINERPARA.Dacnusa adducta,1
CP,06MINERPARA.Dacnusa areolaris,1
GM,06MINERPARA.Dacnusa areolaris,1
LP,06MINERPARA.Dacnusa areolaris,1
MH,06MINERPARA.Dacnusa areolaris,1
NH,06MINERPARA.Dacnusa areolaris,1
PP,06MINERPARA.Dacnusa areolaris,1
RG,06MINERPARA.Dacnusa areolaris,1
SF,06MINERPARA.Dacnusa areolaris,1
WD,06MINERPARA.Dacnusa areolaris,1
GM,06MINERPARA.Dacnusa laevipectus,1
MH,06MINERPARA.Dacnusa laevipectus,1
NH,06MINERPARA.Dacnusa laevipectus,1
RG,06MINERPARA.Dacnusa laevipectus,1
CP,06MINERPARA.Dacnusa macrospila,1
GM,06MINERPARA.Dacnusa macrospila,1
LP,06MINERPARA.Dacnusa macrospila,1
PP,06MINERPARA.Dacnusa macrospila,1
CP,06MINERPARA.Dacnusa maculipes/confinis,1
GM,06MINERPARA.Dacnusa maculipes/confinis,1
LP,06MINERPARA.Dacnusa maculipes/confinis,1
LU,06MINERPARA.Dacnusa maculipes/confinis,1
MH,06MINERPARA.Dacnusa maculipes/confinis,1
NH,06MINERPARA.Dacnusa maculipes/confinis,1
PP,06MINERPARA.Dacnusa maculipes/confinis,1
RG,06MINERPARA.Dacnusa maculipes/confinis,1
SF,06MINERPARA.Dacnusa maculipes/confinis,1
WD,06MINERPARA.Dacnusa maculipes/confinis,1
CP,06MINERPARA.Dacnusa tarsalis,1
GM,06MINERPARA.Dacnusa tarsalis,1
LP,06MINERPARA.Dacnusa tarsalis,1
MH,06MINERPARA.Dacnusa tarsalis,1
NH,06MINERPARA.Dacnusa tarsalis,1
PP,06MINERPARA.Dacnusa tarsalis,1
RG,06MINERPARA.Dacnusa tarsalis,1
SF,06MINERPARA.Dacnusa tarsalis,1
WD,06MINERPARA.Dacnusa tarsalis,1
CP,06MINERPARA.Dacnusa temula,1
CP,06MINERPARA.Dapsilarthra rufiventris,1
NH,06MINERPARA.Dapsilarthra rufiventris,1
PP,06MINERPARA.Dapsilarthra rufiventris,1
WD,06MINERPARA.Dapsilarthra rufiventris,1
PP,06MINERPARA.Desmiostoma parvulum,1
MH,06MINERPARA.Diadegma crataegi,1
MH,06MINERPARA.Diglyphus chabrias,1
CP,06MINERPARA.Diglyphus isaea,1
GM,06MINERPARA.Diglyphus isaea,1
LP,06MINERPARA.Diglyphus isaea,1
LU,06MINERPARA.Diglyphus isaea,1
MH,06MINERPARA.Diglyphus isaea,1
NH,06MINERPARA.Diglyphus isaea,1
PP,06MINERPARA.Diglyphus isaea,1
RG,06MINERPARA.Diglyphus isaea,1
SF,06MINERPARA.Diglyphus isaea,1
WD,06MINERPARA.Diglyphus isaea,1
GM,06MINERPARA.Epiclerus temenus,1
NH,06MINERPARA.Epiclerus temenus,1
CP,06MINERPARA.Eulophinae sp,1
GM,06MINERPARA.Eulophinae sp,1
LP,06MINERPARA.Eulophinae sp,1
NH,06MINERPARA.Eulophinae sp,1
PP,06MINERPARA.Eulophinae sp,1
RG,06MINERPARA.Eulophinae sp,1
WD,06MINERPARA.Eulophinae sp,1
MH,06MINERPARA.Exotela cyclogaster,1
WD,06MINERPARA.Exotela flavicoxa,1
PP,06MINERPARA.Exotela gilvipes,1
GM,06MINERPARA.Exotela spinifer,1
MH,06MINERPARA.Exotela spinifer,1
NH,06MINERPARA.Exotela spinifer,1
GM,06MINERPARA.Forsterella sp,1
MH,06MINERPARA.Forsterella sp,1
RG,06MINERPARA.Forsterella sp,1
GM,06MINERPARA.Gelis anthracinus,1
GM,06MINERPARA.Gelis bicolor,1
CP,06MINERPARA.Hemiptarsenus dropion,1
GM,06MINERPARA.Hemiptarsenus dropion,1
LP,06MINERPARA.Hemiptarsenus dropion,1
MH,06MINERPARA.Hemiptarsenus dropion,1
NH,06MINERPARA.Hemiptarsenus dropion,1
PP,06MINERPARA.Hemiptarsenus dropion,1
RG,06MINERPARA.Hemiptarsenus dropion,1
NH,06MINERPARA.Hemiptarsenus fulvicollis,1
PP,06MINERPARA.Hemiptarsenus fulvicollis,1
RG,06MINERPARA.Hemiptarsenus fulvicollis,1
CP,06MINERPARA.Hemiptarsenus unguicellus,1
GM,06MINERPARA.Hemiptarsenus unguicellus,1
LP,06MINERPARA.Hemiptarsenus unguicellus,1
MH,06MINERPARA.Hemiptarsenus unguicellus,1
NH,06MINERPARA.Hemiptarsenus unguicellus,1
PP,06MINERPARA.Hemiptarsenus unguicellus,1
RG,06MINERPARA.Hemiptarsenus unguicellus,1
WD,06MINERPARA.Hemiptarsenus unguicellus,1
CP,06MINERPARA.Ionympha carne,1
MH,06MINERPARA.Microgastrinae sp,1
WD,06MINERPARA.Microgastrinae sp,1
WD,06MINERPARA.Miscogaster hortensis,1
GM,06MINERPARA.Miscogaster maculata,1
MH,06MINERPARA.Miscogaster maculata,1
NH,06MINERPARA.Miscogaster maculata,1
RG,06MINERPARA.Miscogaster maculata,1
WD,06MINERPARA.Miscogaster maculata,1
GM,06MINERPARA.Opiinae sp,1
NH,06MINERPARA.Opiinae sp,1
PP,06MINERPARA.Opiinae sp,1
RG,06MINERPARA.Opiinae sp,1
CP,06MINERPARA.Opius s.s.,1
LP,06MINERPARA.Opius s.s. lugens,1
PP,06MINERPARA.Opius s.s. lugens,1
CP,06MINERPARA.Opius sp,1
GM,06MINERPARA.Opius sp,1
PP,06MINERPARA.Opius sp,1
NH,06MINERPARA.Pediobius acantha,1
RG,06MINERPARA.Pediobius acantha,1
WD,06MINERPARA.Pediobius acantha,1
CP,06MINERPARA.Phaedrotoma exigua,1
PP,06MINERPARA.Phaedrotoma exigua,1
RG,06MINERPARA.Phaedrotoma exigua,1
SF,06MINERPARA.Phaedrotoma exigua,1
WD,06MINERPARA.Phaedrotoma variegata,1
CP,06MINERPARA.Pnigalio soemius,1
GM,06MINERPARA.Pnigalio soemius,1
LU,06MINERPARA.Pnigalio soemius,1
NH,06MINERPARA.Pnigalio soemius,1
PP,06MINERPARA.Pnigalio soemius,1
RG,06MINERPARA.Pnigalio soemius,1
WD,06MINERPARA.Pnigalio soemius,1
CP,06MINERPARA.Seladerma diffine,1
GM,06MINERPARA.Seladerma diffine,1
LP,06MINERPARA.Seladerma diffine,1
LU,06MINERPARA.Seladerma diffine,1
MH,06MINERPARA.Seladerma diffine,1
NH,06MINERPARA.Seladerma diffine,1
PP,06MINERPARA.Seladerma diffine,1
RG,06MINERPARA.Seladerma diffine,1
WD,06MINERPARA.Seladerma diffine,1
CP,06MINERPARA.Seladerma tarsale,1
GM,06MINERPARA.Seladerma tarsale,1
LP,06MINERPARA.Seladerma tarsale,1
NH,06MINERPARA.Seladerma tarsale,1
PP,06MINERPARA.Seladerma tarsale,1
RG,06MINERPARA.Seladerma tarsale,1
WD,06MINERPARA.Seladerma tarsale,1
WD,06MINERPARA.Sympiesis gordius,1
WD,06MINERPARA.Sympiesis sericeicornis,1
RG,06MINERPARA.Synopeas rhanis,1
MH,06MINERPARA.Torymus sp,1
MH,07SEEDINVERT.Blastodacna hellerella,1
RG,07SEEDINVERT.Blastodacna hellerella,1
RG,07SEEDINVERT.Bruchidius varius,1
PP,07SEEDINVERT.Bruchophagus gibbus,1
RG,07SEEDINVERT.Curtonotus aulicus,1
RG,07SEEDINVERT.Olibrus aeneus,1
RG,07SEEDINVERT.Oxystoma pomonae,1
CP,07SEEDINVERT.Protapion apricans,1
LU,07SEEDINVERT.Protapion apricans,1
PP,07SEEDINVERT.Protapion apricans,1
RG,07SEEDINVERT.Protapion apricans,1
LU,07SEEDINVERT.Protapion assimile,1
RG,07SEEDINVERT.Protapion assimile,1
GM,07SEEDINVERT.Protapion fulvipes,1
LP,07SEEDINVERT.Protapion fulvipes,1
PP,07SEEDINVERT.Protapion fulvipes,1
RG,07SEEDINVERT.Protapion fulvipes,1
PP,07SEEDINVERT.Protapion nigritarse,1
LU,07SEEDINVERT.Protapion trifolii,1
PP,07SEEDINVERT.Protapion trifolii,1
RG,07SEEDINVERT.Protapion trifolii,1
RG,07SEEDINVERT.Protapion varipes,1
RG,07SEEDINVERT.Rhinocyllus conicus,1
RG,07SEEDINVERT.Sitona lineatus,1
RG,07SEEDINVERT.Sitona sulcifrons,1
MH,07SEEDINVERT.Terellia longicauda,1
GM,07SEEDINVERT.Terellia ruficauda,1
PP,07SEEDINVERT.Terellia ruficauda,1
GM,07SEEDINVERT.Terellia serratulae,1
MH,07SEEDINVERT.Terellia serratulae,1
NH,07SEEDINVERT.Terellia serratulae,1
RG,07SEEDINVERT.Terellia serratulae,1
GM,07SEEDINVERT.Urophora stylata,1
NH,07SEEDINVERT.Urophora stylata,1
RG,07SEEDINVERT.Urophora stylata,1
CP,08BIRD.Alauda arvensis,1
GM,08BIRD.Alauda arvensis,1
LP,08BIRD.Alauda arvensis,1
LU,08BIRD.Alauda arvensis,1
MH,08BIRD.Alauda arvensis,1
NH,08BIRD.Alauda arvensis,1
NL,08BIRD.Alauda arvensis,1
PP,08BIRD.Alauda arvensis,1
RG,08BIRD.Alauda arvensis,1
SF,08BIRD.Alauda arvensis,1
WD,08BIRD.Alauda arvensis,1
CP,08BIRD.Alectoris rufa,1
GM,08BIRD.Alectoris rufa,1
LP,08BIRD.Alectoris rufa,1
LU,08BIRD.Alectoris rufa,1
MH,08BIRD.Alectoris rufa,1
NH,08BIRD.Alectoris rufa,1
NL,08BIRD.Alectoris rufa,1
PP,08BIRD.Alectoris rufa,1
RG,08BIRD.Alectoris rufa,1
SF,08BIRD.Alectoris rufa,1
WD,08BIRD.Alectoris rufa,1
CP,08BIRD.Carduelis cannabina,1
GM,08BIRD.Carduelis cannabina,1
LP,08BIRD.Carduelis cannabina,1
LU,08BIRD.Carduelis cannabina,1
MH,08BIRD.Carduelis cannabina,1
NH,08BIRD.Carduelis cannabina,1
NL,08BIRD.Carduelis cannabina,1
PP,08BIRD.Carduelis cannabina,1
RG,08BIRD.Carduelis cannabina,1
SF,08BIRD.Carduelis cannabina,1
WD,08BIRD.Carduelis cannabina,1
CP,08BIRD.Carduelis carduelis,1
GM,08BIRD.Carduelis carduelis,1
LP,08BIRD.Carduelis carduelis,1
LU,08BIRD.Carduelis carduelis,1
MH,08BIRD.Carduelis carduelis,1
NH,08BIRD.Carduelis carduelis,1
NL,08BIRD.Carduelis carduelis,1
PP,08BIRD.Carduelis carduelis,1
RG,08BIRD.Carduelis carduelis,1
SF,08BIRD.Carduelis carduelis,1
WD,08BIRD.Carduelis carduelis,1
CP,08BIRD.Carduelis chloris,1
GM,08BIRD.Carduelis chloris,1
LP,08BIRD.Carduelis chloris,1
LU,08BIRD.Carduelis chloris,1
MH,08BIRD.Carduelis chloris,1
NH,08BIRD.Carduelis chloris,1
NL,08BIRD.Carduelis chloris,1
PP,08BIRD.Carduelis chloris,1
RG,08BIRD.Carduelis chloris,1
SF,08BIRD.Carduelis chloris,1
WD,08BIRD.Carduelis chloris,1
CP,08BIRD.Columba palumbus,1
GM,08BIRD.Columba palumbus,1
LP,08BIRD.Columba palumbus,1
LU,08BIRD.Columba palumbus,1
MH,08BIRD.Columba palumbus,1
NH,08BIRD.Columba palumbus,1
NL,08BIRD.Columba palumbus,1
PP,08BIRD.Columba palumbus,1
RG,08BIRD.Columba palumbus,1
SF,08BIRD.Columba palumbus,1
WD,08BIRD.Columba palumbus,1
CP,08BIRD.Corvus frugilegus,1
GM,08BIRD.Corvus frugilegus,1
LP,08BIRD.Corvus frugilegus,1
LU,08BIRD.Corvus frugilegus,1
MH,08BIRD.Corvus frugilegus,1
NH,08BIRD.Corvus frugilegus,1
NL,08BIRD.Corvus frugilegus,1
PP,08BIRD.Corvus frugilegus,1
RG,08BIRD.Corvus frugilegus,1
SF,08BIRD.Corvus frugilegus,1
WD,08BIRD.Corvus frugilegus,1
CP,08BIRD.Corvus monedula,1
GM,08BIRD.Corvus monedula,1
LP,08BIRD.Corvus monedula,1
LU,08BIRD.Corvus monedula,1
MH,08BIRD.Corvus monedula,1
NH,08BIRD.Corvus monedula,1
NL,08BIRD.Corvus monedula,1
PP,08BIRD.Corvus monedula,1
RG,08BIRD.Corvus monedula,1
SF,08BIRD.Corvus monedula,1
WD,08BIRD.Corvus monedula,1
CP,08BIRD.Emberiza citrinella,1
GM,08BIRD.Emberiza citrinella,1
LP,08BIRD.Emberiza citrinella,1
LU,08BIRD.Emberiza citrinella,1
MH,08BIRD.Emberiza citrinella,1
NH,08BIRD.Emberiza citrinella,1
NL,08BIRD.Emberiza citrinella,1
PP,08BIRD.Emberiza citrinella,1
RG,08BIRD.Emberiza citrinella,1
SF,08BIRD.Emberiza citrinella,1
WD,08BIRD.Emberiza citrinella,1
CP,08BIRD.Fringilla coelebs,1
GM,08BIRD.Fringilla coelebs,1
LP,08BIRD.Fringilla coelebs,1
LU,08BIRD.Fringilla coelebs,1
MH,08BIRD.Fringilla coelebs,1
NH,08BIRD.Fringilla coelebs,1
NL,08BIRD.Fringilla coelebs,1
PP,08BIRD.Fringilla coelebs,1
RG,08BIRD.Fringilla coelebs,1
SF,08BIRD.Fringilla coelebs,1
WD,08BIRD.Fringilla coelebs,1
CP,08BIRD.Passer domesticus,1
GM,08BIRD.Passer domesticus,1
LP,08BIRD.Passer domesticus,1
LU,08BIRD.Passer domesticus,1
MH,08BIRD.Passer domesticus,1
NH,08BIRD.Passer domesticus,1
NL,08BIRD.Passer domesticus,1
PP,08BIRD.Passer domesticus,1
RG,08BIRD.Passer domesticus,1
SF,08BIRD.Passer domesticus,1
WD,08BIRD.Passer domesticus,1
RG,08BIRD.Streptopelia decaocto,1
MH,09MAMMAL.Apodemus.flavicollis,1
WD,09MAMMAL.Apodemus.flavicollis,1
GM,09MAMMAL.Apodemus.sylvaticus,1
MH,09MAMMAL.Apodemus.sylvaticus,1
NH,09MAMMAL.Apodemus.sylvaticus,1
WD,09MAMMAL.Apodemus.sylvaticus,1
NH,09MAMMAL.Micromys.minutus,1
MH,09MAMMAL.Myodes.glareolus,1
NH,09MAMMAL.Myodes.glareolus,1
RG,09MAMMAL.Myodes.glareolus,1
WD,09MAMMAL.Myodes.glareolus,1
MH,12BFLY.Comma,1
GM,12BFLY.Common blue,1
PP,12BFLY.Common blue,1
CP,12BFLY.Gatekeeper,1
GM,12BFLY.Gatekeeper,1
LP,12BFLY.Gatekeeper,1
MH,12BFLY.Gatekeeper,1
NH,12BFLY.Gatekeeper,1
PP,12BFLY.Gatekeeper,1
RG,12BFLY.Gatekeeper,1
WD,12BFLY.Gatekeeper,1
CP,12BFLY.Green-veined White,1
GM,12BFLY.Green-veined White,1
LP,12BFLY.Green-veined White,1
LU,12BFLY.Green-veined White,1
MH,12BFLY.Green-veined White,1
RG,12BFLY.Green-veined White,1
GM,12BFLY.Large Skipper,1
LP,12BFLY.Large Skipper,1
RG,12BFLY.Large Skipper,1
CP,12BFLY.Large White,1
GM,12BFLY.Large White,1
LP,12BFLY.Large White,1
LU,12BFLY.Large White,1
MH,12BFLY.Large White,1
RG,12BFLY.Large White,1
CP,12BFLY.Meadow Brown,1
GM,12BFLY.Meadow Brown,1
LP,12BFLY.Meadow Brown,1
MH,12BFLY.Meadow Brown,1
NH,12BFLY.Meadow Brown,1
PP,12BFLY.Meadow Brown,1
RG,12BFLY.Meadow Brown,1
SF,12BFLY.Meadow Brown,1
PP,12BFLY.Painted Lady,1
CP,12BFLY.Peacock,1
GM,12BFLY.Peacock,1
LP,12BFLY.Peacock,1
LU,12BFLY.Peacock,1
MH,12BFLY.Peacock,1
NH,12BFLY.Peacock,1
PP,12BFLY.Peacock,1
RG,12BFLY.Peacock,1
WD,12BFLY.Peacock,1
GM,12BFLY.Red Admiral,1
MH,12BFLY.Red Admiral,1
RG,12BFLY.Red Admiral,1
GM,12BFLY.Ringlet,1
NH,12BFLY.Ringlet,1
CP,12BFLY.Small copper,1
GM,12BFLY.Small copper,1
LP,12BFLY.Small copper,1
CP,12BFLY.Small Skipper,1
GM,12BFLY.Small Skipper,1
LU,12BFLY.Small Skipper,1
GM,12BFLY.Small tortoiseshell,1
LU,12BFLY.Small tortoiseshell,1
MH,12BFLY.Small tortoiseshell,1
RG,12BFLY.Small tortoiseshell,1
CP,12BFLY.Small white,1
GM,12BFLY.Small white,1
LP,12BFLY.Small white,1
MH,12BFLY.Small white,1
PP,12BFLY.Small white,1
RG,12BFLY.Small white,1
WD,12BFLY.Small white,1
GM,12BFLY.Speckled wood,1
MH,12BFLY.Speckled wood,1
RG,12BFLY.Speckled wood,1
RG,13SFPARA.Aprostocetus sp,1
RG,13SFPARA.Bracon immutator,1
RG,13SFPARA.Bracon osculator,1
GM,13SFPARA.Bracon praecox,1
RG,13SFPARA.Crataepus marbis,1
RG,13SFPARA.Eurytoma sp A,1
RG,13SFPARA.Eurytoma sp B,1
GM,13SFPARA.Mesopolobus incultus,1
LP,13SFPARA.Mesopolobus incultus,1
LU,13SFPARA.Mesopolobus incultus,1
PP,13SFPARA.Mesopolobus incultus,1
RG,13SFPARA.Pterandrophysalis levantina,1
PP,13SFPARA.Pteromalus albipennis,1
MH,13SFPARA.Pteromalus beryllii,1
RG,13SFPARA.Pteromalus elevatus,1
RG,13SFPARA.Pteromalus sequester-group,1
GM,13SFPARA.Spintherus dubius,1
LU,13SFPARA.Spintherus dubius,1
PP,13SFPARA.Spintherus dubius,1
RG,13SFPARA.Spintherus dubius,1
RG,13SFPARA.Triaspis floricola,1
GM,13SFPARA.Trichomalus campestris,1
PP,13SFPARA.Trichomalus campestris,1
GM,13SFPARA.Trichomalus rufinus,1
PP,13SFPARA.Trichomalus rufinus,1
MH,14FLEA.Amalaraeus penicilliger mustelae,1
NH,14FLEA.Amalaraeus penicilliger mustelae,1
RG,14FLEA.Amalaraeus penicilliger mustelae,1
WD,14FLEA.Amalaraeus penicilliger mustelae,1
GM,14FLEA.Ctenophthalmus nobilis vulgaris,1
MH,14FLEA.Ctenophthalmus nobilis vulgaris,1
NH,14FLEA.Ctenophthalmus nobilis vulgaris,1
RG,14FLEA.Ctenophthalmus nobilis vulgaris,1
WD,14FLEA.Ctenophthalmus nobilis vulgaris,1
MH,14FLEA.Hystrichopsylla talpae talpae,1
NH,14FLEA.Hystrichopsylla talpae talpae,1
WD,14FLEA.Hystrichopsylla talpae talpae,1
MH,14FLEA.Ixodes trianguliceps,1
RG,14FLEA.Ixodes trianguliceps,1
WD,14FLEA.Ixodes trianguliceps,1
GM,14FLEA.Megabothris turbidus,1
MH,14FLEA.Megabothris turbidus,1
RG,14FLEA.Megabothris turbidus,1
WD,14FLEA.Megabothris turbidus,1
GM,14FLEA.Nosopsyllus fasciatus,1
MH,14FLEA.Palaeopsylla minor,1
WD,14FLEA.Palaeopsylla soricis soricis,1
